,0
78,"The 1965–66 season was the Royals' 21st season overall, and their ninth in Cincinnati. It was also arguably their most exciting, given their outstanding pennant chase in the NBA's Eastern Division, and their hosting of the 1966 NBA All-Star Game in Cincinnati.
The team was still adjusting to the loss of defender Bucky Bockhorn. With the NBA's most wide-open offense, the Royals were again directed by now-legendary Oscar Robertson, who fed shooters Jerry Lucas, Jack Twyman and Adrian Smith when not scoring himself. Forwards Happy Hairston and Tom Hawkins also saw court time, with Lucas sliding into the center spot. Defender Tom Thacker also occasionally got minutes at guard next to Robertson.
The team's outstanding 1965 draft class, one of the NBA's best ever, netted four promising young stars in Nate Bowman, Flynn Robinson, Jon McGlocklin and Bob Love. But Bowman and Robinson battled injuries and illnesses all season long and did not impact the team. Love, a future NBA all-star and Hall of Fame inductee, was cut by coach Jack McMahon.
All-NBA First Teammers Robertson and Lucas each again posted remarkable individual seasons leading the contenders. Robertson again led the NBA in assists while scoring near the 30-point-per game mark and canning his usual pile of free throws at opponents expense. While Robertson averaged '30-10 ', Lucas averaged ' 20-20 ' setting an NBA record for rebounds by a forward that still stands today. Both averaged 44 minutes per game to lead their team.
Despite their contributions, the Royals would finish in third place with a record of 45 wins and 35 losses. In the playoffs, the Royals were again on the verge of ending the Boston Celtics championship reign. The Royals won 2 of the first 3 games in a 5-game series.
Despite the commanding lead, the Celtics would win the next 2 games and eventually claim their 8th straight title.

"
79,"Tiger's Lair is the official football student section for the University of Missouri. It consists of 1800 students, along with an executive board consisting of a Director, Game Day Chair, Spirit Chairs, Special Events Chairs, Travel Chair, Social Media Chair, and Photographer. Tiger's Lair is a part of Mizzou Spirit, a part of Student Activities at the university. This program is headed by its Director. Sign-ups for the section are before the first week of classes at the Midnight Barbecue. Members often wear costumes and other outfits to games including overalls, helmets, and football pads. The first 60 students in line are allowed to stand in the front row, and become a part of the front row saying, which is painted on each person's chest. Coordinators then paint that week's saying.
The section sits on the east side of the stadium, commonly referred to as the ""Student Side"". Sections GG, HH, II, and JJ of the student side are the sections allotted to Tiger's Lair members. The section is visible from aerial cameras as a ""gold section,"" as students are required to wear their Tiger's Lair shirt to gain entry to the section before games. At the beginning of every game, the section raises a black flag with a gold ""M"" on it, while Truman the Tiger rides a fire truck to the section and sprays the fans with a fire hose. For certain games during the season, Tiger's Lair does card stunts during halftime and waves an American flag. This tradition has become a favorite of alumni, who sit opposite the section."
80,"Lynda Chin (born 1968) is a Chinese-American medical doctor. She is a board-certified dermatologist who was the founding department chair and professor of genomic medicine at the University of Texas MD Anderson Cancer Center, as well as scientific director of the MD Anderson Institute for Applied Cancer Science. In late 2012 she was elected as a member of the Institute of Medicine (IOM) of the National Academies."
81,"Inner painting (simplified Chinese: 内画; traditional Chinese: 內畫; pinyin: nèihuà), also known as inner drawing or inside painted, is a Chinese art form. It involves glass bottles which have pictures and often calligraphy painted on the inside surface of the glass. The bottles are produced by manipulating a specialized paint brush through the neck of the bottle.
Inside-painted bottles are associated with Chinese snuff bottles. The earliest inside painted bottles are thought to have been made in the period between 1820 and 1830 as, by then, the beauty of a snuff bottle was probably more important than utilitarian considerations—-and considering this—few would have been used for holding snuff. 
To paint the inside of the bottle, the artist must paint backwards. Concentration is crucial to make precise strokes. A skilled artist may complete a simple bottle in a week while something special may take a month or more. The best craftsmen may produce only a few bottles in a year."
82,"Point Sur State Marine Reserve (SMR) and Point Sur State Marine Conservation Area (SMCA) are two adjoining marine protected areas that lie offshore of Point Sur, part of the Big Sur area on California's central coast.  The combined area of these marine protected areas is 19.68 square miles (51.0 km2). The SMR protects all marine life within its boundaries.  Fishing and take of all living marine resources is prohibited.  Within the SMCA fishing and take of all living marine resources is prohibited except the commercial and recreational take of salmon and albacore."
83,"NHL 2000 is an ice hockey video game developed by Electronic Arts Canada. It was released in 1999 and was the successor to NHL 99. The game did not boast great improvements to the game from NHL 99, nor did NHL 2001 feature any idea the two previous versions didn't until NHL 2002."
84,"The Jarrell Plantation State Historic Site is a former cotton plantation and state park in Juliette, Georgia, United States. Founded as a forced-labor farm worked by the Jarrell family and the African American people they enslaved, the site stands today as one of the best-preserved examples of a ""middle class"" Southern plantation.  The Jarrell Plantation's buildings and artifacts all came from the Jarrell family, who farmed the land for over 140 years.  Located in the red clay hills of the Georgia piedmont, It was added to the National Register of Historic Places in 1973.  It is a Georgia state park in Jones County."
85,"Nesterkovo (Russian: Нестерково) is a rural locality (a village) in Vtorovskoye Rural Settlement, Kameshkovsky District, Vladimir Oblast, Russia. The population was 72 as of 2010."
86,"Aurignac (French pronunciation: ​[oʁiɲak]; Occitan: Aurinhac) is a commune in the Haute-Garonne department in southwestern France, close to the Pyrénées. It was the seat of the former canton of Aurignac (population 4,160), which was composed of 19 communes. It is part of the ancient region known as the Comminges."
87,"Avery v. Midland County, 390 U.S. 474 (1968), is a United States Supreme Court case that ruled that local government districts had to be roughly equal in population."
88,"Sawaal (Hindi: सवाल; translation: Question) is a Hindi drama film produced by Yash Chopra and directed by Ramesh Talwar, released in 1982.  The music was composed by Khayyam and the lyrics were written by Majrooh Sultanpuri.  Despite an all-star cast, it did not succeed at the box office."
89,"Alpín mac Echdach was a supposed king of Dál Riata, an ancient kingdom that included parts of Ireland and Scotland.
Alpín was included in a pedigree chart created in the 10th century to connect the kings of Alba (Scotland) to legendary Dál Riatan and Irish ancestors. In this pedigree, Alpín's father is Eochaid, an Irish name, yet he becomes the father of Cináed (Kenneth MacAlpin) and Domnall mac Ailpín.
Cináed and Alpín are the names of Pictish kings in the 8th century: the brothers Ciniod and Elphin who ruled from 763 to 780. Alpín's alleged father Eochaid IV is not mentioned in any contemporary source.Weir states that Alpín succeeded his father Eochaid IV as King 'of Scotland' (Dál Riata), and also became King of Kintyre in March/August 834, thus establishing his power over a wide area of Scotland."
90,"Enclosed Field with Peasant (also known as Landscape at Saint-Rémy or Ploughed field with a man carrying a bundle of straw, F641, JH1795) is an oil painting by Dutch artist Vincent van Gogh, painted around 12 October 1889.  The Size 30 painting, measuring 73 cm × 92 cm (29 in × 36 in), depicts a scene of a ploughed field near the asylum at Saint-Rémy-de-Provence, with a lilac bush, a peasant carrying a wheatsheaf, several buildings, and the Alpilles mountains rising behind, with a small patch of sky.  Van Gogh considered it a pendant painting to The Reaper executed earlier in 1889.  It is currently part of the permanent collection at the Indianapolis Museum of Art."
